title,location,company,department,link,mission,requirements,benefits,scrape_timestamp
Electrical Engineer Jr. (Data Centers),"New York, New York, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Electrical-Engineer-Jr-Data-Centers/41247,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Electrical Engineer Jr. (Data Centers)
Apply
Share
Location
New York, New York, United States
Capabilities
Electrical
Office Setup
Hybrid
Job ID
#41247
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
This job opportunity is available at ANY location in the United States. Ideally, selected candidates will be near a JACOBS U.S. based office, but we intend to hire the ""best"" candidates.
At Jacobs, we drive to make a positive impact on people’s lives everywhere by bringing solutions and adding value t","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Electrical Engineer Jr. (Data Centers)
Apply
Share
Location
New York, New York, United States
Capabilities
Electrical
Office Setup
Hybrid
Job ID
#41247
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
This job opportunity is available at ANY location in the United States. Ideally, selected candidates will be near a JACOBS U.S. based office, but we intend to hire the ""best"" candidates.
At Jacobs, we drive to make a positive impact on people’s lives everywhere by bringing solutions and adding value t",,2026-06-25_14-38-16
Lead Technologist/ Project Manager – Energy Solutions Advisory,"Denver, Colorado, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Lead-Technologist-Project-Manager-Energy-Solutions-Advisory/41246,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Lead Technologist/ Project Manager – Energy Solutions Advisory
Apply
Share
Location
Denver, Colorado, United States
Capabilities
Construction
Office Setup
Hybrid
Job ID
#41246
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
The energy space is undergoing rapid and dramatic changes and Jacobs is expanding its Energy & Power team to support clients navigate the complexities of rapid deployment of reliable and sustainable energy solutions across multiple end markets.
 
 We are seeking an energy plann","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Lead Technologist/ Project Manager – Energy Solutions Advisory
Apply
Share
Location
Denver, Colorado, United States
Capabilities
Construction
Office Setup
Hybrid
Job ID
#41246
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
The energy space is undergoing rapid and dramatic changes and Jacobs is expanding its Energy & Power team to support clients navigate the complexities of rapid deployment of reliable and sustainable energy solutions across multiple end markets.
 
 We are seeking an energy plann",,2026-06-25_14-38-22
On Call Archaeologist,"Denver, Colorado, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/On-Call-Archaeologist/41245,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
On Call Archaeologist
Apply
Share
Location
Denver, Colorado, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41245
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
Jacobs is looking for on-call archaeologists to work on a variety of projects throughout Colorado, Wyoming, and other surrounding western states. This position involves providing cultural resources support for planning, engineering, and construction services to renewable energy, government, military, transportation, ","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
On Call Archaeologist
Apply
Share
Location
Denver, Colorado, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41245
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
Jacobs is looking for on-call archaeologists to work on a variety of projects throughout Colorado, Wyoming, and other surrounding western states. This position involves providing cultural resources support for planning, engineering, and construction services to renewable energy, government, military, transportation, ",,2026-06-25_14-38-28
Wastewater Operator Intern - Summer 2026,"West Melbourne, Florida, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Wastewater-Operator-Intern-Summer-2026/41244,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Wastewater Operator Intern - Summer 2026
Apply
Share
Location
West Melbourne, Florida, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41244
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what’s currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to operate safely and effi","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Wastewater Operator Intern - Summer 2026
Apply
Share
Location
West Melbourne, Florida, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41244
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what’s currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to operate safely and effi",,2026-06-25_14-38-33
"Wastewater Collections System Superintendent - Hoboken, NJ","Hoboken, New Jersey, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Wastewater-Collections-System-Superintendent-Hoboken-NJ/41242,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Wastewater Collections System Superintendent - Hoboken, NJ
Apply
Share
Location
Hoboken, New Jersey, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41242
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to operate ","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Wastewater Collections System Superintendent - Hoboken, NJ
Apply
Share
Location
Hoboken, New Jersey, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41242
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to operate ",,2026-06-25_14-38-39
Federal Design Project Manager,"Chicago, Illinois, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Federal-Design-Project-Manager/41240,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Federal Design Project Manager
Apply
Share
Location
Chicago, Illinois, United States
Capabilities
Project Management
Office Setup
Hybrid
Job ID
#41240
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. If you’re interested in a long and rewarding career working with the industry’s best and most innovative solution leaders, then Jacobs is where you belong.  In the Federal Solutions Buildi","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Federal Design Project Manager
Apply
Share
Location
Chicago, Illinois, United States
Capabilities
Project Management
Office Setup
Hybrid
Job ID
#41240
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. If you’re interested in a long and rewarding career working with the industry’s best and most innovative solution leaders, then Jacobs is where you belong.  In the Federal Solutions Buildi",,2026-06-25_14-38-45
"Electrical Design Technician (Career-Level, Advanced Manufacturing)","Greenville, South Carolina, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Electrical-Design-Technician-Career-Level-Advanced-Manufacturing/41238,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Electrical Design Technician (Career-Level, Advanced Manufacturing)
Apply
Share
Location
Greenville, South Carolina, United States
Capabilities
Electrical
Office Setup
Office/Onsite
Job ID
#41238
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we drive to make a positive impact on people’s lives everywhere by bringing solutions and adding value to our communities and society as a whole. From facilities delivering life-saving therapies and ensuring clean water to enabling the connection ","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Electrical Design Technician (Career-Level, Advanced Manufacturing)
Apply
Share
Location
Greenville, South Carolina, United States
Capabilities
Electrical
Office Setup
Office/Onsite
Job ID
#41238
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we drive to make a positive impact on people’s lives everywhere by bringing solutions and adding value to our communities and society as a whole. From facilities delivering life-saving therapies and ensuring clean water to enabling the connection ",,2026-06-25_14-38-50
Senior Project Director – Rail Transit,"Los Angeles, California, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Project-Director-Rail-Transit/41237,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Senior Project Director – Rail Transit
Apply
Share
Location
Los Angeles, California, United States
Capabilities
Program Management
Office Setup
Hybrid
Job ID
#41237
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
We are seeking a Senior Project Director – Rail Transit to join our team of dedicated professionals and help deliver transformative infrastructure projects that shape the future of transportation. In this leadership role, you will oversee complex rail transit projects spanning design, ins","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Senior Project Director – Rail Transit
Apply
Share
Location
Los Angeles, California, United States
Capabilities
Program Management
Office Setup
Hybrid
Job ID
#41237
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
We are seeking a Senior Project Director – Rail Transit to join our team of dedicated professionals and help deliver transformative infrastructure projects that shape the future of transportation. In this leadership role, you will oversee complex rail transit projects spanning design, ins",,2026-06-25_14-38-56
Senior Carbon Management Consultant,"FPO, All US Regions, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Carbon-Management-Consultant/41234,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Senior Carbon Management Consultant
Apply
Share
Location
FPO, All US Regions, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41234
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
We’re looking for a Senior Carbon Management Consultant to join our fast-growing, committed, and enthusiastic team. Ideally, we’re seeking a talented professional who is based in the United States, and align to one of our Jacobs offices, with the option to work remotely. You must be a U.S. citizen to","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Senior Carbon Management Consultant
Apply
Share
Location
FPO, All US Regions, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41234
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
We’re looking for a Senior Carbon Management Consultant to join our fast-growing, committed, and enthusiastic team. Ideally, we’re seeking a talented professional who is based in the United States, and align to one of our Jacobs offices, with the option to work remotely. You must be a U.S. citizen to",,2026-06-25_14-39-01
Federal Environmental Compliance Project Manager,"Salt Lake City, Utah, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Federal-Environmental-Compliance-Project-Manager/41233,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Federal Environmental Compliance Project Manager
Apply
Share
Location
Salt Lake City, Utah, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41233
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
When it comes to environmental consulting, we’re focused on cleaning up our communities today to improve tomorrow. We’re seeking a Federal Environmental Compliance Project Manager who will be responsible for leading and managing environmental compliance programs at federal client sites.","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Federal Environmental Compliance Project Manager
Apply
Share
Location
Salt Lake City, Utah, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41233
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
When it comes to environmental consulting, we’re focused on cleaning up our communities today to improve tomorrow. We’re seeking a Federal Environmental Compliance Project Manager who will be responsible for leading and managing environmental compliance programs at federal client sites.",,2026-06-25_14-39-07
Multimedia Environmental Compliance Consultant,"Las Vegas, Nevada, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Multimedia-Environmental-Compliance-Consultant/41232,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Multimedia Environmental Compliance Consultant
Apply
Share
Location
Las Vegas, Nevada, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41232
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
When it comes to environmental consulting, we’re focused on cleaning up our communities today to improve tomorrow. We’re seeking a Multimedia Environmental Compliance Consultant to ensure environmental regulatory compliance. This role combines deep environmental compliance expertise with the","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Multimedia Environmental Compliance Consultant
Apply
Share
Location
Las Vegas, Nevada, United States
Capabilities
Environmental
Office Setup
Hybrid
Job ID
#41232
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
When it comes to environmental consulting, we’re focused on cleaning up our communities today to improve tomorrow. We’re seeking a Multimedia Environmental Compliance Consultant to ensure environmental regulatory compliance. This role combines deep environmental compliance expertise with the",,2026-06-25_14-39-13
Entry - Mid Level Transportation Planner,"Austin, Texas, United States",Jacobs,Planning and Consulting,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Mid-Level-Transportation-Planner/41231,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Entry - Mid Level Transportation Planner
Apply
Share
Location
Austin, Texas, United States
Capabilities
Planning and Consulting
Office Setup
Hybrid
Job ID
#41231
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
Thriving communities. Healthy cities. A brighter future. At Jacobs, we’re putting our knowledge and imagination together to shape the next generation of innovative transportation solutions, especially in Transportation Planning. If you want to join a company invested in you, your success, an","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Entry - Mid Level Transportation Planner
Apply
Share
Location
Austin, Texas, United States
Capabilities
Planning and Consulting
Office Setup
Hybrid
Job ID
#41231
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
Thriving communities. Healthy cities. A brighter future. At Jacobs, we’re putting our knowledge and imagination together to shape the next generation of innovative transportation solutions, especially in Transportation Planning. If you want to join a company invested in you, your success, an",,2026-06-25_14-39-18
"Parks and Facilities Irrigation Lead - Centennial, CO","Centennial, Colorado, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Parks-and-Facilities-Irrigation-Lead-Centennial-CO/41230,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Parks and Facilities Irrigation Lead - Centennial, CO
Apply
Share
Location
Centennial, Colorado, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41230
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning ab","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Parks and Facilities Irrigation Lead - Centennial, CO
Apply
Share
Location
Centennial, Colorado, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41230
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning ab",,2026-06-25_14-39-24
"Administrative Assistant (Entry Level)- Pembroke Pines, FL","Pembroke Pines, Florida, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Administrative-Assistant-Entry-Level-Pembroke-Pines-FL/41229,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Administrative Assistant (Entry Level)- Pembroke Pines, FL
Apply
Share
Location
Pembroke Pines, Florida, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41229
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to oper","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Administrative Assistant (Entry Level)- Pembroke Pines, FL
Apply
Share
Location
Pembroke Pines, Florida, United States
Capabilities
Operations and Maintenance
Office Setup
Office/Onsite
Job ID
#41229
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
At Jacobs, we challenge what is currently accepted, so we can shape innovative and lasting solutions for tomorrow. Through the delivery of our operations and maintenance services, you’ll make it simpler and more seamless for our municipal clients to oper",,2026-06-25_14-39-30
Entry-Level Civil Engineer - Highways,"St. Louis, Missouri, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Level-Civil-Engineer-Highways/41228,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Entry-Level Civil Engineer - Highways
Apply
Share
Location
St. Louis, Missouri, United States
Capabilities
Civil and Structural
Office Setup
Hybrid
Job ID
#41228
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
The Jacobs Buildings & Infrastructure Group in St. Louis is seeking a creative, highly motivated entry level Civil Engineer to join our Highway/Civil department. The Buildings & Infrastructure Line of Business is a global network of employees, which serves both the private and public sector.","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Entry-Level Civil Engineer - Highways
Apply
Share
Location
St. Louis, Missouri, United States
Capabilities
Civil and Structural
Office Setup
Hybrid
Job ID
#41228
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
The Jacobs Buildings & Infrastructure Group in St. Louis is seeking a creative, highly motivated entry level Civil Engineer to join our Highway/Civil department. The Buildings & Infrastructure Line of Business is a global network of employees, which serves both the private and public sector.",,2026-06-25_14-39-35
Project Manager,"West Palm Beach, Florida, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager/41227,"Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Project Manager
Apply
Share
Location
West Palm Beach, Florida, United States
Capabilities
Program Management
Office Setup
Office/Onsite
Job ID
#41227
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
As a global leader of Program Management and Construction Management (PM/CM) services with projects ranging from $1 million to programs that cost up to $10 billion, we deliver award winning total Design and/or Construction Management projects for public and private sector clients. From the pre-construct","Jacobs
About us
Solutions
Careers
Newsroom
Investors
Search jobs
Life at Jacobs
Events
Early careers
Military & veteran talent
Login
Careers
Let's see the impact we can create together.
Search jobs
Job Detail
Project Manager
Apply
Share
Location
West Palm Beach, Florida, United States
Capabilities
Program Management
Office Setup
Office/Onsite
Job ID
#41227
At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.
Your impact
As a global leader of Program Management and Construction Management (PM/CM) services with projects ranging from $1 million to programs that cost up to $10 billion, we deliver award winning total Design and/or Construction Management projects for public and private sector clients. From the pre-construct",,2026-06-25_14-39-41
