title,location,company,department,link,mission,requirements,benefits,scrape_timestamp
"Project Manager (Pearl River, NY)","Orangeburg, New York, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Pearl-River-NY/39110,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-08
Sr. Electrical Engineer (Data Centers),"Philadelphia, Pennsylvania, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Electrical-Engineer-Data-Centers/39108,,,,2026-06-26_08-58-09
Structural Engineer (Mid-Senior Level),"Philadelphia, Pennsylvania, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Structural-Engineer-Mid-Senior-Level/39106,,,,2026-06-26_08-58-09
Senior Landscape Architect,"Chicago, Illinois, United States",Jacobs,Architecture and Interiors,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Landscape-Architect/38547,,,,2026-06-26_08-58-09
CAD Design Technician - Aviation,"Pittsburgh, Pennsylvania, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/CAD-Design-Technician-Aviation/38545,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-10
Project Manager,"Goose Creek, South Carolina, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager/38536,,,,2026-06-26_08-58-10
Career Level DevSecOps Engineer,"Nashua, New Hampshire, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Career-Level-DevSecOps-Engineer/38531,,,,2026-06-26_08-58-10
Associate Level DevSecOps Engineer,"Nashua, New Hampshire, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Associate-Level-DevSecOps-Engineer/38530,,,,2026-06-26_08-58-11
Intermediate Level DevSecOps Engineer,"Nashua, New Hampshire, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Intermediate-Level-DevSecOps-Engineer/38529,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-11
Senior Project Architect & Design Manager,"San Francisco, California, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Project-Architect-Design-Manager/38521,,,,2026-06-26_08-58-12
Preconstruction Manager - Design-Build,"Tampa, Florida, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Preconstruction-Manager-Design-Build/38520,,,,2026-06-26_08-58-12
Senior Resident Engineer,"Atlanta, Georgia, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Resident-Engineer/38519,,,,2026-06-26_08-58-13
Electrical Estimator,"Denver, Colorado, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Electrical-Estimator/38516,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-13
Project Manager - Construction,"Wethersfield, Connecticut, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Construction/37861,,,,2026-06-26_08-58-14
Project Engineer - Education Facilities,"Albany, New York, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Engineer-Education-Facilities/37847,,,,2026-06-26_08-58-14
Senior Overhead Transmission Line Engineer,"Denver, Colorado, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Overhead-Transmission-Line-Engineer/37843,,,,2026-06-26_08-58-14
Aviation Project Manager,"Washington, District of Columbia, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Aviation-Project-Manager/37824,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-15
Senior Structural Engineer - Ports and Maritime,"Bellevue, Washington, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Structural-Engineer-Ports-and-Maritime/37799,,,,2026-06-26_08-58-15
Senior Highway Design Engineer,"Atlanta, Georgia, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Highway-Design-Engineer/37782,,,,2026-06-26_08-58-15
Resident Project Representative/Construction Inspector,"Louisville, Kentucky, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Resident-Project-Representative-Construction-Inspector/37778,,,,2026-06-26_08-58-16
Sr. Mechanical Engineer,"Portland, Oregon, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Mechanical-Engineer/37724,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-16
Structural Engineer - Federal Buildings,"Knoxville, Tennessee, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Structural-Engineer-Federal-Buildings/37723,,,,2026-06-26_08-58-17
Geotechnical Engineer/Construction Administrator,"St. Louis, Missouri, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Geotechnical-Engineer-Construction-Administrator/37722,,,,2026-06-26_08-58-17
Design Architect,"Portland, Oregon, United States",Jacobs,Architecture and Interiors,https://careers.jacobs.com/en_US/careers/JobDetail/Design-Architect/36704,,,,2026-06-26_08-58-18
High Voltage Equipment Specialist (HVDC/FACTS),"Denver, Colorado, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/High-Voltage-Equipment-Specialist-HVDC-FACTS/36703,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-18
BHS Inspector/Construction Coordinator,"Tampa, Florida, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/BHS-Inspector-Construction-Coordinator/36699,,,,2026-06-26_08-58-19
Fire Protection / Life Safety Systems (LSS) Engineer,"Philadelphia, Pennsylvania, United States",Jacobs,Health and Safety,https://careers.jacobs.com/en_US/careers/JobDetail/Fire-Protection-Life-Safety-Systems-LSS-Engineer/36697,,,,2026-06-26_08-58-19
Sr Rail Transit Project Manager,"Los Angeles, California, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Rail-Transit-Project-Manager/36688,,,,2026-06-26_08-58-20
Project Engineer - Design Build,"Cincinnati, Ohio, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Engineer-Design-Build/36682,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-20
Civil/Structural/Arch Construction Technical Services Specialist,"Baton Rouge, Louisiana, United States",Jacobs,Enterprise Functions,https://careers.jacobs.com/en_US/careers/JobDetail/Civil-Structural-Arch-Construction-Technical-Services-Specialist/36671,,,,2026-06-26_08-58-21
Electrical Construction Technical Services Specialist,"Spartanburg, South Carolina, United States",Jacobs,Enterprise Functions,https://careers.jacobs.com/en_US/careers/JobDetail/Electrical-Construction-Technical-Services-Specialist/36670,,,,2026-06-26_08-58-21
Construction Inspector - Water/Wastewater,"Richmond, Virginia, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Construction-Inspector-Water-Wastewater/36624,,,,2026-06-26_08-58-22
Client Service Lead (CDOT),"Denver, Colorado, United States",Jacobs,Business and Sales,https://careers.jacobs.com/en_US/careers/JobDetail/Client-Service-Lead-CDOT/36617,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-22
Protection and Control (P&C) Engineer – Transmission,"Denver, Colorado, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Protection-and-Control-P-C-Engineer-Transmission/35135,,,,2026-06-26_08-58-22
Senior Project Manager/Client Service Lead - Water,"Nashville, Tennessee, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Project-Manager-Client-Service-Lead-Water/35126,,,,2026-06-26_08-58-22
Structural Bridge Engineer,"Baltimore, Maryland, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Structural-Bridge-Engineer/35125,,,,2026-06-26_08-58-23
VDC 4D Coordinator,"Dallas, Texas, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/VDC-4D-Coordinator/35110,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-23
Mechanical Construction Superintendent (LSNA),"Conshohocken, Pennsylvania, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Mechanical-Construction-Superintendent-LSNA/35084,,,,2026-06-26_08-58-24
Sr. Project Manager - Buildings,"Los Angeles, California, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Project-Manager-Buildings/35074,,,,2026-06-26_08-58-24
Purchasing Professional,"Greenville, South Carolina, United States",Jacobs,Business and Sales,https://careers.jacobs.com/en_US/careers/JobDetail/Purchasing-Professional/35070,,,,2026-06-26_08-58-24
Design Build Transportation Design Manager,"Tempe, Arizona, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Design-Build-Transportation-Design-Manager/34985,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-25
Design Build Transportation Design Manager,"Houston, Texas, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Design-Build-Transportation-Design-Manager/34984,,,,2026-06-26_08-58-25
Design Build Transportation Design Manager,"Holladay, Utah, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Design-Build-Transportation-Design-Manager/34982,,,,2026-06-26_08-58-25
Junior Civil Engineer,"Irvine, California, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Junior-Civil-Engineer/29934,,,,2026-06-26_08-58-26
Federal Design Project Manager,"Honolulu, Hawaii, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Federal-Design-Project-Manager/29726,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-26
Project Architect - Water Resource Recovery Market,"Detroit, Michigan, United States",Jacobs,Architecture and Interiors,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Architect-Water-Resource-Recovery-Market/29665,,,,2026-06-26_08-58-26
Senior Hydraulic Modeler,"Chicago, Illinois, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Hydraulic-Modeler/29660,,,,2026-06-26_08-58-27
Industrial Water Principal,"Atlanta, Georgia, United States",Jacobs,Planning and Consulting,https://careers.jacobs.com/en_US/careers/JobDetail/Industrial-Water-Principal/29652,,,,2026-06-26_08-58-27
Electrical Engineer,"St. Louis, Missouri, United States",Jacobs,Planning and Consulting,https://careers.jacobs.com/en_US/careers/JobDetail/Electrical-Engineer/29210,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-27
Industrial Water/Wastewater Engineer,"Cleveland, Ohio, United States",Jacobs,Planning and Consulting,https://careers.jacobs.com/en_US/careers/JobDetail/Industrial-Water-Wastewater-Engineer/29001,,,,2026-06-26_08-58-28
Project Controls Engineer,"Washington, District of Columbia, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Controls-Engineer/28879,,,,2026-06-26_08-58-28
Roadway Project Manager (P.E.),"Orlando, Florida, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Roadway-Project-Manager-P-E/28872,,,,2026-06-26_08-58-29
Cost Estimator - Education Facilities,"Manhattan, New York, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Cost-Estimator-Education-Facilities/28585,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_08-58-29
Intermediate Level Software Engineer,"Nashua, New Hampshire, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Intermediate-Level-Software-Engineer/40402,,,,2026-06-26_11-48-35
Senior Wastewater Project Manager,"Holladay, Utah, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Wastewater-Project-Manager/39955,,,,2026-06-26_11-48-35
Florida Business Leader-Vertical PMCM,"Fort Lauderdale, Florida, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Florida-Business-Leader-Vertical-PMCM/39483,,,,2026-06-26_11-48-36
Software Engineer - Kubernetes,"Chantilly, Virginia, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Software-Engineer-Kubernetes/39102,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_11-48-36
Project Manager - Water Design Build,"San Francisco, California, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Water-Design-Build/38515,,,,2026-06-26_11-48-37
Structural Engineer - Civil Works,"Arlington, Virginia, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Structural-Engineer-Civil-Works/37721,,,,2026-06-26_11-48-37
Sr Mechanical HVAC Engineer,"Conshohocken, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Mechanical-HVAC-Engineer/36613,,,,2026-06-26_11-48-38
Design Build Transportation Design Manager,"Englewood, Colorado, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Design-Build-Transportation-Design-Manager/34969,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-06-26_11-48-38
Civil Engineer,"Dallas, Texas, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Civil-Engineer/27557,,,,2026-06-26_11-48-39
Environmental Remediation Project Manager,"Houston, Texas, United States",Jacobs,Project Management,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Remediation-Project-Manager/41687,,,,2026-07-03_07-48-34
Digital Delivery Application Developer (LSNA-OH),"Cincinnati, Ohio, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Digital-Delivery-Application-Developer-LSNA-OH/41686,,,,2026-07-03_07-48-35
Environmental Geologist,"Houston, Texas, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Geologist/41685,,,,2026-07-03_07-48-35
Project HSE Supervisor (LSNA-PR),"Guaynabo, Puerto Rico, United States",Jacobs,Health and Safety,https://careers.jacobs.com/en_US/careers/JobDetail/Project-HSE-Supervisor-LSNA-PR/41684,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-36
Project Manager – Customer Owned Energy Systems,"Denver, Colorado, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Customer-Owned-Energy-Systems/41683,,,,2026-07-03_07-48-36
Telecommunications & Security Systems/Information & Communications Technology (ICT) Designer (LSNA-PA/OH/IN/NC/VA/TX),"Conshohocken, Pennsylvania, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Telecommunications-Security-Systems-Information-Communications-Technology-ICT-Designer-LSNA-PA-OH-IN-NC-VA-TX/41682,,,,2026-07-03_07-48-37
Environmental Characterization/Remediation Geologist/Hydrogeologist,"Irvine, California, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Characterization-Remediation-Geologist-Hydrogeologist/41681,,,,2026-07-03_07-48-37
Mid-Level Environmental Engineer/Geologist/Scientist,"Kansas City, Missouri, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Mid-Level-Environmental-Engineer-Geologist-Scientist/41680,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-38
Intermediate-Level Mechanical Engineer - Cities & Places,"Houston, Texas, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Intermediate-Level-Mechanical-Engineer-Cities-Places/41679,,,,2026-07-03_07-48-38
Entry Level Electrical Engineer,"Philadelphia, Pennsylvania, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Level-Electrical-Engineer/41678,,,,2026-07-03_07-48-38
Mid-Level Environmental Engineer/Geologist/Scientist,"Troy, Michigan, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Mid-Level-Environmental-Engineer-Geologist-Scientist/41406,,,,2026-07-03_07-48-39
"Facilities Project Manager - Top Secret Clearance, CI Poly required.","Arlington, Virginia, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Facilities-Project-Manager-Top-Secret-Clearance-CI-Poly-required/41405,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-39
Mechanical Engineer (41402),"Chandler, Arizona, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Mechanical-Engineer-41402/41402,,,,2026-07-03_07-48-40
Process-Mechanical Engineer,"Corvallis, Oregon, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Process-Mechanical-Engineer/41400,,,,2026-07-03_07-48-40
"Administrative Specialist - San Marcos, CA","San Marcos, California, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Administrative-Specialist-San-Marcos-CA/41398,,,,2026-07-03_07-48-41
Sanitation Worker II,"The Villages, Florida, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Sanitation-Worker-II/41390,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-41
Mechanical Field Engineer (Baton Rouge Data Center),"Baton Rouge, Louisiana, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Mechanical-Field-Engineer-Baton-Rouge-Data-Center/41038,,,,2026-07-03_07-48-41
Mechanical Field Engineer (Spartanburg Data Center),"Spartanburg, South Carolina, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Mechanical-Field-Engineer-Spartanburg-Data-Center/41037,,,,2026-07-03_07-48-42
"Advanced Water Treatment Operator - Santa Cruz, CA","Santa Cruz, California, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Advanced-Water-Treatment-Operator-Santa-Cruz-CA/41035,,,,2026-07-03_07-48-42
Environmental Data Management Specialist III - EQuIS,"Anchorage, Alaska, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Data-Management-Specialist-III-EQuIS/41034,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-43
Environmental Engineer,"Anchorage, Alaska, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Engineer/41033,,,,2026-07-03_07-48-43
Environmental Project Manager,"Bourne, Massachusetts, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Environmental-Project-Manager/41032,,,,2026-07-03_07-48-43
Mid-Level Environmental Engineer/Geologist/Scientist,"Knoxville, Tennessee, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Mid-Level-Environmental-Engineer-Geologist-Scientist/41031,,,,2026-07-03_07-48-44
Entry Level Water/Wastewater Engineer,"Cary, North Carolina, United States",Jacobs,Environmental,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Level-Water-Wastewater-Engineer/40718,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-44
Entry Level Structural Engineer,"Boston, Massachusetts, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Level-Structural-Engineer/40715,,,,2026-07-03_07-48-45
Sanitation Worker II,"The Villages, Florida, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Sanitation-Worker-II/40714,,,,2026-07-03_07-48-45
Piping Engineer,"Pittsburgh, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Piping-Engineer/40704,,,,2026-07-03_07-48-46
Life Safety Systems/Fire Alarm Engineer SME,"Philadelphia, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Life-Safety-Systems-Fire-Alarm-Engineer-SME/40703,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-46
Expeditor (LSNA-PA/OH/NC/IN/TX/VA),"Conshohocken, Pennsylvania, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Expeditor-LSNA-PA-OH-NC-IN-TX-VA/40699,,,,2026-07-03_07-48-47
Senior Buyer (LSNA-PR/PA),"Guaynabo, Puerto Rico, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Buyer-LSNA-PR-PA/40698,,,,2026-07-03_07-48-47
Project Manager/Project Architect - Cities & Places,"Las Vegas, Nevada, United States",Jacobs,Program Management,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Project-Architect-Cities-Places/40697,,,,2026-07-03_07-48-47
Telecommunications & Security Systems Engineer (LSNA-PA/OH/IN/NC/TX/VA),"Conshohocken, Pennsylvania, United States",Jacobs,Electrical,https://careers.jacobs.com/en_US/careers/JobDetail/Telecommunications-Security-Systems-Engineer-LSNA-PA-OH-IN-NC-TX-VA/40696,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-48
Structural Engineer (LSNA-PR),"Guaynabo, Puerto Rico, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Structural-Engineer-LSNA-PR/40694,,,,2026-07-03_07-48-48
Senior Electrical Designer,"Pittsburgh, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Electrical-Designer/40343,,,,2026-07-03_07-48-48
Entry Level Construction Manager,"Atlanta, Georgia, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Entry-Level-Construction-Manager/40339,,,,2026-07-03_07-48-49
Roadway Engineer / Project Manager,"Madison, Wisconsin, United States",Jacobs,Multiple locations,https://careers.jacobs.com/en_US/careers/JobDetail/Roadway-Engineer-Project-Manager/40337,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-49
Fire Protection Engineer,"Dallas, Texas, United States",Jacobs,Health and Safety,https://careers.jacobs.com/en_US/careers/JobDetail/Fire-Protection-Engineer/40332,,,,2026-07-03_07-48-50
Planner Scheduler - Hybrid (LSNA-IN/OH),"Indianapolis, Indiana, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Planner-Scheduler-Hybrid-LSNA-IN-OH/40310,,,,2026-07-03_07-48-50
Senior Structural Engineer (Civil Works) - Federal,"Houston, Texas, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Structural-Engineer-Civil-Works-Federal/40308,,,,2026-07-03_07-48-51
Mid-Level Piping Designer - Remote/Hybrid (LSNA),"Conshohocken, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Mid-Level-Piping-Designer-Remote-Hybrid-LSNA/40307,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-51
Sr Project Architect (Data Centers),"Philadelphia, Pennsylvania, United States",Jacobs,Architecture and Interiors,https://careers.jacobs.com/en_US/careers/JobDetail/Sr-Project-Architect-Data-Centers/40305,,,,2026-07-03_07-48-51
Senior Piping Designer - Remote (LSNA),"Conshohocken, Pennsylvania, United States",Jacobs,Drafting and Design,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Piping-Designer-Remote-LSNA/40303,,,,2026-07-03_07-48-52
EPCM Project Director,"Greenville, South Carolina, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/EPCM-Project-Director/40301,,,,2026-07-03_07-48-52
"Wastewater Operator - Gresham, OR (all levels welcome to apply)","Portland, Oregon, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Wastewater-Operator-Gresham-OR-all-levels-welcome-to-apply/39828,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-53
"Wastewater Operations Supervisor - Vancouver, WA","Vancouver, Washington, United States",Jacobs,Operations and Maintenance,https://careers.jacobs.com/en_US/careers/JobDetail/Wastewater-Operations-Supervisor-Vancouver-WA/39826,,,,2026-07-03_07-48-53
Project Manager - Water Design Build,"Gainesville, Florida, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Project-Manager-Water-Design-Build/39825,,,,2026-07-03_07-48-53
Commissioning Specialist,"Arlington, Virginia, United States",Jacobs,Planning and Consulting,https://careers.jacobs.com/en_US/careers/JobDetail/Commissioning-Specialist/39821,,,,2026-07-03_07-48-54
Software Engineer,"Chantilly, Virginia, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Software-Engineer/39819,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-54
Senior Planner Scheduler (LSNA-VA-1),"Cary, North Carolina, United States",Jacobs,Project Controls,https://careers.jacobs.com/en_US/careers/JobDetail/Senior-Planner-Scheduler-LSNA-VA-1/39784,,,,2026-07-03_07-48-55
"Industrial Assembly Facilities Professionals: PMs, Arch & Engineers (Civil, Structural, Mechanical, Electrical)","Newport News, Virginia, United States",Jacobs,Civil and Structural,https://careers.jacobs.com/en_US/careers/JobDetail/Industrial-Assembly-Facilities-Professionals-PMs-Arch-Engineers-Civil-Structural-Mechanical-Electrical/39783,,,,2026-07-03_07-48-55
Associate Level Test Engineer,"Nashua, New Hampshire, United States",Jacobs,Digital and Data,https://careers.jacobs.com/en_US/careers/JobDetail/Associate-Level-Test-Engineer/39777,,,,2026-07-03_07-48-55
Construction Engineer,"Chicago, Illinois, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Construction-Engineer/39776,Max challenge attempts exceeded. Please refresh the page to try again!,Max challenge attempts exceeded. Please refresh the page to try again!,,2026-07-03_07-48-56
Construction Engineer,"Chicago, Illinois, United States",Jacobs,Construction,https://careers.jacobs.com/en_US/careers/JobDetail/Construction-Engineer/39775,,,,2026-07-03_07-48-56
Mid-Level Mechanical Designer (LSNA-US Remote),"Conshohocken, Pennsylvania, United States",Jacobs,Mechanical,https://careers.jacobs.com/en_US/careers/JobDetail/Mid-Level-Mechanical-Designer-LSNA-US-Remote/39327,,,,2026-07-03_07-48-56
